a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight
6,4,5,0.94008595,-1.90794,-1.16377,2,254.25
6,3,5,1.0070802,-0.23999999,-1.41816,2,274.664
6,3,5,0.98899072,-0.64393997,-2.1771801,2,273.67999
4,3,2,0.91242725,-1.092,-0.63793999,2,226.23599
2,1,5,0.75918394,5.223,-6.6188598,6,409.61798
2,1,6,0.75512552,5.0320001,-6.9156199,6,417.59698
2,1,7,0.75135368,5.3990002,-6.5622501,6,437.672
2,1,5,0.80082655,5.8099999,-7.0092201,6,444.06299
2,1,7,0.74455619,6.125,-6.9657898,6,465.72598
3,1,8,0.78122014,4.836,-6.5955,6,481.681
3,1,8,0.78122014,5.1900001,-6.91535,6,481.681
3,1,5,0.78065228,3.9820001,-6.11514,6,423.60098
2,1,6,0.74455619,6.7800002,-8.67974,6,465.72598
2,1,6,0.74455619,6.4549999,-9.0324602,6,459.67798
3,1,8,0.78122014,4.5110002,-6.9482198,6,475.633
2,1,6,0.75512552,5.3889999,-7.3220901,6,423.64499
3,1,8,0.78122014,4.836,-6.5955,6,481.681
4,3,6,0.79606003,4.2309999,-5.8559599,6,453.62698
3,2,6,0.77587503,4.3740001,-5.9774299,6,439.64398
2,1,6,0.77277261,6.6960001,-8.9090204,7,497.65799
3,1,9,0.77697074,4.645,-6.8922601,6,489.66
2,1,8,0.76549751,7.2259998,-9.4857101,7,525.71198
3,1,6,0.77050072,5.1739998,-6.38658,6,439.64398
3,2,5,0.78065228,4.5619998,-6.0414,6,425.617
4,3,7,0.7909801,4.04,-6.15272,6,461.60599
3,1,8,0.78122014,4.836,-6.5955,6,481.681
2,1,5,0.75918394,5.223,-6.6188598,6,409.61798
2,1,5,0.75918394,5.223,-6.6188598,6,409.61798
3,1,8,0.78122014,4.836,-6.5955,6,481.681
3,1,8,0.78122014,4.836,-6.5955,6,481.681
3,2,6,0.78803402,3.497,-6.13868,6,452.64301
2,1,5,0.83947313,6.1170001,-8.4401598,6,472.45999
3,1,8,0.78122014,4.5110002,-6.9482198,6,475.633
4,2,5,0.79048228,2.9065299,-3.37359,3,328.41599
3,2,5,0.7869584,2.63853,-3.5925701,3,325.41599
4,1,6,0.7861222,2.75753,-3.67207,4,395.50699
4,2,6,0.80623555,1.85453,-3.15852,3,341.41498
3,2,4,0.79398763,2.1965301,-3.0773499,3,311.38901
3,2,3,0.80176747,1.72153,-2.8755801,3,297.362
3,2,3,0.81042504,1.3895299,-2.8832901,3,283.33499
3,2,6,0.78057611,3.0805299,-4.10779,3,339.44299
4,2,6,0.82290232,1.36053,-3.0564799,4,339.39899
3,2,5,0.79639083,2.58653,-4.0057502,4,337.427
3,2,4,0.80368787,2.1445301,-3.49053,4,323.39999
4,2,6,0.80095816,2.6865301,-4.6021399,4,381.47998
4,3,4,0.83091956,0.90153003,-2.48613,3,313.36099
5,3,3,1.4724851,0.73000002,-4.2402101,2,506.034
5,3,3,1.3469963,0.338,-3.52547,2,459.034
5,3,3,1.2628155,0.132,-3.1972201,2,414.58301
5,3,3,1.2187779,-0.054000001,-2.81073,2,412.034
5,3,3,1.2243035,0.182,-3.0780201,2,378.12198
6,4,3,1.2481269,-0.833,-2.6737101,2,394.121
6,4,3,1.1082649,-1.225,-1.95897,2,347.121
7,1,12,0.84614652,5.9904799,-7.7592902,7,654.62396
7,4,1,0.90648407,1.5930001,-2.2413001,5,372.32898
5,4,4,0.82070023,3.5910001,-3.03848,2,312.32098
4,0,8,0.90685302,0.245,-1.0011801,0,224.19299
12,8,7,1.0565643,-3.5020001,-0.85922998,3,435.28598
11,7,7,1.0538174,-2.8759999,-1.18862,3,435.28598
11,6,7,1.0444536,-2.5569999,-1.1376899,3,420.271
14,6,15,1.0027938,-1.522,-4.1086202,4,730.646
5,1,6,0.87375849,2.589,-5.0525699,4,421.51801
5,4,12,0.84197378,4.1729999,-7.3395901,5,540.685
13,10,11,1.1875705,-4.4032602,0.09313,2,495.17099
9,6,7,1.0600659,-2.6392601,-0.33171001,2,335.21298
2,2,26,0.68088222,11.105,-12.47567,0,426.76999
10,7,4,1.2099365,-1.942,-2.14537,3,442.11899
10,7,4,1.2099365,-1.942,-2.14537,3,442.11899
5,3,6,0.85590279,0.20200001,-1.41493,2,283.328
4,1,11,0.76865691,7.2800002,-7.11484,4,485.65601
4,1,7,0.80626667,3.704,-3.5790401,2,333.45999
5,1,9,0.78537649,5.0170002,-5.3936701,4,464.638
4,1,8,0.81650907,5.0359998,-5.7446098,4,468.60098
4,1,9,0.83450347,4.8179998,-6.2398601,4,495.608
4,1,9,0.86033487,5.8547602,-6.5061798,4,518.60797
6,1,8,0.81645298,2.8740001,-4.9542298,4,452.58701
5,1,7,0.81090337,4.1939998,-4.52494,3,403.55099
7,3,10,0.84644097,4.5300002,-6.7309799,5,607.711
7,4,7,0.88273662,3.573,-6.0952001,6,563.61401
7,4,7,0.91262865,4.2020001,-6.8294902,6,598.05896
7,4,7,0.96344221,4.408,-7.1855898,6,642.51001
7,4,7,0.87581217,3.908,-6.5691199,6,577.64099
8,3,25,0.85136008,3.0037401,-6.58113,2,581.66699
7,2,29,0.82721364,6.0830002,-10.27588,2,669.88098
6,3,7,0.96538913,-0.60799998,-1.72049,2,329.33301
23,16,14,1.1443886,-7.131,-1.43882,6,868.38898
7,3,3,0.94277543,-1.69094,-1.2921799,3,282.25598
8,3,5,0.88210857,-0.42241001,-2.27317,4,360.37399
4,1,4,0.87697113,1.015,-3.7221799,3,330.36398
3,2,2,0.74046534,6.7329998,-7.8248701,5,456.711
7,5,27,0.79849249,6.5409999,-7.24331,4,875.21698
5,4,21,0.78760111,6.0960002,-6.4769301,3,679.927
6,3,18,0.81376344,1.239,-4.90522,2,558.67596
6,3,21,0.79200703,4.5570002,-5.9207501,3,696.961
6,4,18,0.81432641,2.4389999,-4.8547001,3,582.698
6,4,18,0.81376344,1.465,-4.6911802,2,560.69202
7,7,2,0.83739865,4.881,-4.7443099,6,470.47699
8,8,2,0.8557995,4.6079998,-4.38236,6,486.47598
2,1,4,0.75654447,3.3740001,-3.56884,4,290.45099
2,1,3,0.76961654,2.5910001,-3.03986,4,262.397
2,1,5,0.75654447,3.546,-3.56884,4,290.45099
2,1,4,0.76270843,2.9319999,-3.36707,4,276.42398
6,4,2,0.95188689,-1.205,-1.06997,3,267.245
7,0,9,0.82877505,2.9595001,-5.3996801,5,589.703
6,4,2,0.94817555,-3.026,0.2175,2,257.246
7,5,3,0.9656918,-4.0679998,0.53350002,2,272.26099
6,4,2,0.93034637,-2.707,0.01674,2,256.26199
7,5,3,0.94833511,-3.7490001,0.33274001,2,271.27701
7,5,2,0.98379344,-2.8239999,0.41923001,2,258.23401
6,4,5,0.85830235,-0.64399999,-1.62822,3,332.35999
6,3,5,0.86650515,-1.482,-0.40875,2,298.34299
6,4,4,0.90323818,-2.0910001,-0.18753,2,270.289
6,4,3,0.92128521,-2.4319999,0.13968,2,256.26199
3,2,11,0.78127199,5.1729999,-6.3745999,5,499.76398
6,0,7,0.82273692,3.63076,-5.58425,5,559.677
5,3,6,0.81228101,3.4630001,-3.59675,2,324.332
7,5,6,0.86435342,2.9170001,-2.8728499,2,356.32999
8,6,6,0.8890093,2.6440001,-2.5109,2,372.32898
9,5,5,1.0801698,-4.0780001,0.28219,2,308.18698
6,2,13,0.84917665,3.415,-6.0925298,5,572.67902
8,5,13,0.8649205,2.7409999,-4.96206,5,587.698
8,4,13,0.85024822,3.267,-5.24331,5,586.70996
7,2,13,0.84347284,3.3770001,-5.08322,5,588.72198
8,3,14,0.85867316,2.434,-4.6789098,5,604.72101
8,2,13,0.85867316,2.562,-5.0332499,5,602.70502
7,2,13,0.84347284,3.4690001,-5.2086601,5,588.72198
7,2,14,0.86420786,2.9560001,-5.2931099,4,575.65796
4,2,1,0.96385723,1.05,-2.18362,2,226.12399
4,2,1,0.96385723,1.05,-2.18362,2,226.12399
4,2,0,1.0253292,0.611,-1.93098,2,200.086
6,2,13,0.84347284,3.6289999,-6.40592,5,586.70599
6,2,13,0.84347284,3.71,-6.2529998,5,586.70599
7,3,14,0.85207146,2.5869999,-5.9103699,5,601.72101
7,3,14,0.85867316,2.8900001,-5.8635502,5,602.70502
8,5,16,0.83939445,4.4770002,-5.8938298,5,643.80597
8,5,17,0.83456957,4.9190001,-6.40905,5,657.83301
8,5,15,0.83889568,5.039,-6.50878,6,669.84399
8,5,16,0.84447587,4.0149999,-5.5666199,5,629.77899
8,5,16,0.83426672,4.848,-6.8055401,6,677.823
8,5,17,0.83456957,5.0910001,-6.0956001,5,657.83301
8,5,17,0.83939445,4.4569998,-6.08184,5,643.80597
8,5,16,0.83456957,4.7719998,-5.97016,5,657.83301
9,5,18,0.86272782,3.1700001,-5.7730198,5,673.78796
8,4,13,0.88594049,4.0050001,-5.9754701,5,607.12799
8,4,14,0.92789888,3.901,-6.14993,5,665.60602
8,4,14,0.84665287,3.3280001,-5.1685901,5,615.75201
8,4,24,0.80421835,7.8899999,-9.3178701,5,756.02197
9,5,19,0.83206362,3.619,-5.5899501,5,686.875
9,5,17,0.86828804,3.3310001,-5.8473001,5,659.76099
4,2,0,0.98939145,0.34505999,-2.5174899,2,154.56
12,6,6,1.0289011,-2.31194,-2.2276101,5,481.32199
4,4,3,0.83654279,1.3890001,-2.7878101,4,246.314
7,7,3,1.5728581,-1.50164,-1.72383,3,566.26398
5,2,14,0.85955906,2.9920001,-5.18889,3,535.61798
5,3,13,0.82923269,2.385,-4.1195402,3,505.63599
7,5,16,0.78190458,3.3139999,-7.68398,5,670.85498
7,4,14,0.76686364,2.7639999,-4.7059999,5,613.80298
6,1,9,0.79430765,5.5370002,-11.89287,6,609.81201
9,1,9,0.83683562,0.73299998,-5.6607599,6,651.76099
7,1,11,0.81244653,5.1110001,-10.53938,6,667.84796
5,1,8,0.7993052,4.04,-8.2977304,6,594.74896
8,4,20,0.81273282,2.3535299,-5.5409098,4,653.82501
8,4,20,0.81273282,2.3535299,-5.5409098,4,653.82501
13,12,13,1.1219065,-4.7179999,-0.052519999,2,567.27802
5,4,3,0.87575442,-0.847,-1.04814,3,335.439
4,2,4,0.87137908,0.244,-1.25114,2,208.22099
5,3,7,0.86837989,4.5830002,-5.4548302,3,447.88998
5,3,7,0.89606094,4.6950002,-5.7498102,3,465.87997
6,4,7,0.88823324,4.2340002,-5.0928798,3,463.88898
6,4,7,0.88823324,4.2340002,-5.0928798,3,463.88898
5,3,7,0.89606094,4.6950002,-5.7498102,3,465.87997
6,4,7,0.88823324,4.3099999,-5.0928798,3,463.88898
5,3,7,0.92306906,4.8829999,-6.0447898,3,483.87
5,3,8,0.90390015,4.8867602,-5.7770901,3,481.44199
5,3,8,0.90390015,4.9257598,-5.7770901,3,481.44199
5,3,8,0.90390015,4.9257598,-5.7770901,3,481.44199
5,3,8,0.90390015,4.8867602,-5.7770901,3,481.44199
6,3,7,0.87883234,3.9679999,-5.49543,4,489.927
5,3,8,0.90227294,3.7850001,-5.71596,3,465.92899
7,3,8,0.93547934,2.391,-4.8352499,3,497.927
5,3,8,0.88451469,4.9980001,-6.3703799,3,493.983
7,3,8,0.91601306,3.6040001,-5.4896698,3,525.98102
6,3,8,0.88186866,3.6110001,-5.1939301,3,463.88898
5,3,9,0.89307219,4.2270002,-5.9177299,3,479.95599
7,3,9,0.92540473,2.8329999,-5.0370202,3,511.95398
5,3,7,0.87704611,3.6199999,-5.1435499,3,433.86298
6,3,8,0.89086217,3.1489999,-4.8667202,3,449.862
6,3,10,0.86574405,4.2137399,-5.5974698,3,491.94299
6,3,10,0.84834695,4.421,-5.3527198,3,504.98599
7,4,10,0.9214682,3.711,-4.9687901,3,540.99597
4,3,7,0.84660935,5.3610001,-6.39359,3,445.918
6,4,11,0.8640604,4.7340002,-5.6558299,3,505.97
6,3,11,0.84193546,4.8629999,-5.5544901,3,519.013
6,3,12,0.83592218,5.3049998,-5.7562599,3,533.03998
6,3,11,0.85848874,4.9039998,-5.7992401,3,505.97
6,3,10,0.84120238,5.395,-6.1068702,4,545.05096
6,3,8,0.84727424,5.0739999,-5.9050999,4,531.02399
7,3,10,0.85889697,3.987,-5.6441998,4,547.02301
6,3,10,0.84727424,4.9530001,-5.9050999,4,531.02399
6,4,8,0.85757524,4.8060002,-5.7741499,4,516.99701
7,3,10,0.90868562,3.362,-5.0443702,3,555.02301
6,3,8,0.86373466,5.1149998,-6.1498499,4,517.98096
6,4,11,0.86989272,3.7969999,-5.6347599,3,518.96899
5,3,9,0.83878905,6.3319998,-7.2227302,4,523.98798
4,3,8,0.8449412,6.198,-7.18716,4,509.961
6,3,9,0.85755134,4.6469998,-6.0811501,4,559.034
6,3,8,0.87102795,4.6729999,-5.9480801,4,503.95398
6,3,8,0.87102795,4.6729999,-5.9480801,4,503.95398
7,4,11,0.91269904,3.6010001,-5.2632899,3,555.02301
7,5,9,0.89832228,4.0489998,-5.4506698,3,491.89899
7,4,9,0.93525314,3.0439999,-5.35742,3,526.96899
6,3,10,0.86597949,3.868,-5.52141,3,518.96899
6,3,10,0.84235376,5.9920001,-7.5736599,4,548.99799
7,5,10,0.86533606,6.0089998,-7.1921301,4,567.99701
6,4,10,0.85833991,5.2750001,-7.4748502,4,567.013
6,3,9,0.85095942,5.0609999,-6.1175098,4,524.97601
6,3,9,0.85095942,5.0999999,-5.9645901,4,524.97601
6,3,9,0.85095942,5.099,-5.9645901,4,524.97601
5,3,9,0.93881869,5.3067598,-6.5378199,3,515.88696
7,4,10,0.89713478,4.7600002,-7.4493399,4,603.06702
7,3,9,0.89719307,3.905,-5.8912501,4,595.08801
6,3,6,0.8872034,4.1069999,-5.6540499,4,475.89999
5,3,7,0.86837989,4.5440001,-5.4548302,3,447.88998
5,3,7,0.87899542,4.9829998,-5.8941398,3,464.345
6,4,9,0.87959552,3.8499999,-5.2522898,3,477.91599
6,4,10,0.87155807,4.2919998,-5.4540601,3,491.94299
5,4,6,0.88377154,4.2800002,-5.0425,3,433.86298
6,4,7,0.88823324,3.8829999,-5.1908202,3,463.88898
6,4,7,0.88823324,3.8829999,-5.1908202,3,463.88898
11,7,10,0.92346412,2.8269999,-5.3604398,4,624.01398
10,6,10,0.92346412,2.4790001,-5.4275899,4,624.01398
12,8,10,0.93804157,2.1689999,-5.06564,4,640.013
2,1,3,0.82104117,4.6799998,-4.9991002,4,292.44699
3,1,4,0.86350024,3.21,-4.1828198,4,292.40298
3,2,4,0.86350024,3.115,-4.26758,4,294.41901
2,1,3,0.82149673,5.0700002,-5.9274998,5,318.48499
2,1,3,0.81292301,5.5120001,-6.4427199,5,332.51199
2,1,2,0.83101243,4.849,-5.2242699,5,304.45801
2,1,2,0.84163445,4.323,-5.0225,5,290.431
2,1,2,0.84163445,4.4070001,-5.0225,5,290.431
2,1,2,0.82149673,5.2909999,-5.73949,5,318.48499
2,1,4,0.82104117,4.7639999,-5.3125501,4,292.44699
2,1,3,0.82104117,4.901,-5.1245399,4,292.44699
2,1,2,0.8314268,4.4590001,-4.92277,4,278.41998
2,1,3,0.81292301,5.1550002,-6.0362501,5,326.46399
2,1,2,0.8431409,3.8800001,-4.5955601,4,264.39301
5,0,5,0.96908855,5.9679999,-12.16895,11,927.716
5,0,5,0.99965411,5.9679999,-12.16895,11,904.72601
7,3,8,0.8766253,0.97500002,-4.9502602,3,484.52899
7,7,2,0.99325347,-2.5710001,-0.82628,3,312.29001
5,3,2,1.3162013,-0.56400001,-2.14978,2,354.10001
8,3,5,0.97684759,-2.036,-0.31968001,2,350.26401
2,1,3,0.77929652,3.3110001,-3.714,3,270.336
5,4,4,0.91511548,2.5680001,-3.8464701,3,336.37201
6,5,4,0.99582613,-1.202,0.35899001,1,231.144
6,2,3,1.0078685,-1.887,-1.03386,2,271.20801
6,2,3,0.91957837,-1.756,-0.86233002,2,266.26099
5,3,2,0.89301562,-1.692,-0.38756999,2,240.263
6,2,4,1.0733824,-1.4382401,-1.7372,2,321.215
5,3,3,1.0616813,-1.37424,-1.26244,2,295.21698
5,1,8,0.97432482,0.052999999,-2.6106601,2,392.767
5,1,8,1.0539963,0.259,-2.93891,2,437.21799
6,3,4,0.93566519,-1.473,-0.91255999,3,326.30499
11,5,6,1.0093645,-1.29694,-2.6319201,5,465.323
7,3,10,0.87440532,1.373,-4.0106702,3,394.42798
7,3,12,0.85616291,2.257,-5.04111,3,422.48199
7,3,14,0.84064418,3.141,-6.0715499,3,450.53598
7,3,16,0.82728148,4.0250001,-7.1019902,3,478.59
7,7,13,0.88991433,-1.614,-1.46766,2,426.474
3,0,3,0.74347717,5.822,-10.12695,5,493.73199
2,0,2,0.76349485,6.961,-10.66811,5,500.78799
9,6,23,0.80060339,3.4219999,-8.88937,5,827.03998
9,6,24,0.79224604,4.8559999,-9.62012,5,869.12097
9,6,28,0.79454249,6.5209999,-11.15978,5,969.23798
9,6,27,0.80213737,5.0869999,-10.42903,5,927.15698
3,3,6,0.79959971,2.22053,-2.86919,3,326.40399
3,3,7,0.79257327,2.5615301,-3.1963999,3,340.431
3,2,6,0.78754157,2.4175301,-2.7632,3,340.431
3,2,10,0.77217162,5.0445299,-4.5514302,3,411.54999
3,3,10,0.76880234,4.84653,-5.1580601,4,430.556
4,2,9,0.78954989,2.9555299,-3.51969,4,424.54898
3,2,3,0.77849859,1.98453,-1.78889,3,273.384
4,3,6,0.80722111,2.4555299,-3.3010499,4,396.495
5,2,6,0.81469709,2.0215299,-3.37501,4,397.479
5,2,6,0.83797556,1.90353,-3.36814,4,399.45099
5,2,7,0.81211972,1.79953,-3.35376,4,426.521
5,2,6,0.83797556,1.90353,-3.36814,4,399.45099
6,2,8,0.80192304,2.5515299,-3.82528,5,480.61298
6,2,10,0.79051715,2.97453,-3.8018799,4,482.629
6,2,8,0.79695165,2.99353,-4.02705,5,494.63998
7,3,8,0.82031536,1.53653,-3.42097,5,496.612
7,2,8,0.81511396,1.58553,-3.5643799,5,496.612
6,2,8,0.79229194,3.3515301,-4.2288198,5,508.66699
6,2,8,0.79229194,3.3515301,-4.5422702,5,508.66699
6,2,8,0.79229194,3.4555299,-4.35426,5,508.66699
7,2,8,0.80051041,1.54453,-3.3196299,5,509.655
7,3,8,0.81481689,1.97853,-3.62274,5,510.63898
7,3,9,0.81481689,1.97853,-3.62274,5,510.63898
7,3,8,0.81481689,1.97853,-3.62274,5,510.63898
6,2,12,0.78172004,3.85853,-4.8323202,4,510.68298
7,2,9,0.79585683,2.1075301,-3.5214,5,523.68201
7,2,9,0.79585683,1.88553,-3.6468401,5,523.68201
7,2,8,0.79585683,1.9865299,-3.5214,5,523.68201
7,3,9,0.809659,2.1445301,-3.69907,5,524.66602
7,2,9,0.81275928,1.11753,-3.4956801,5,537.66498
7,3,10,0.804811,2.58653,-3.90084,5,538.69299
8,3,10,0.81275928,0.85053003,-3.11709,5,539.68097
6,2,8,0.78967637,3.7135301,-5.2246699,6,542.68396
8,2,11,0.80338097,1.46253,-3.46227,5,553.70801
7,3,8,0.81481689,1.97853,-3.62274,5,510.63898
7,1,5,0.90602261,0.29905999,-3.0915501,4,361.298
7,1,5,0.89406937,0.59505999,-3.2520199,4,375.32498
7,1,6,0.86404949,1.79606,-4.7976799,4,417.40601
7,1,7,0.8338325,3.36906,-6.8172598,4,473.51398
11,6,6,1.2287364,-3.5989399,-1.23979,3,490.16699
11,6,6,1.2287364,-3.5989399,-1.23979,3,490.16699
13,7,8,1.0595772,-3.819,-0.7234,3,530.31598
6,2,15,0.82682478,6.3977399,-8.6870604,6,707.73999
7,2,15,0.82228655,4.8277998,-8.40973,6,706.75598
7,6,3,0.91135973,-3.0139401,0.084190004,3,294.315
7,2,16,0.81841481,5.1687999,-8.7369404,6,720.78296
6,1,15,0.81039256,6.3248,-8.56075,6,705.76801
6,2,8,0.81286556,4.11306,-4.1612301,4,533.745
6,6,2,0.94850874,-0.60294002,-1.41528,3,315.76099
5,5,2,0.88945162,-1.08894,-0.26460999,3,249.274
6,6,2,0.90749633,-1.6969399,-0.18751,3,279.29999
10,2,11,0.85479957,3.1304801,-5.7699399,6,670.71198
10,2,11,0.84974623,3.5924799,-6.0971498,6,684.73901
10,2,14,0.85658044,4.2474799,-6.9635901,6,744.85901
10,2,13,0.83596855,5.0064802,-7.0159101,6,726.82001
10,2,13,0.83161092,5.12748,-7.5993099,7,760.83698
6,4,2,0.95865321,-1.205,-1.06997,3,267.245
6,5,3,0.90014678,3.043,-4.5645599,3,343.36301
6,5,3,0.90014678,3.043,-4.5645599,3,343.36301
5,4,3,0.86237156,3.6900001,-5.4004302,3,341.39099
9,7,8,0.93494505,-0.51300001,-2.30949,5,490.41299
9,7,8,0.92584133,-0.93093997,-2.6574399,5,489.42899
7,3,5,0.88252074,-1.04994,-1.82363,3,323.353
10,6,4,1.0627624,-3.20594,-0.75026,3,347.224
12,9,7,1.1610894,-4.5819998,0.59890997,2,466.16901
5,3,2,0.95208764,-1.969,0.11469,2,230.22
5,3,2,0.95208764,-1.8329999,-0.27596,2,228.20399
9,7,9,1.0025631,-2.4519401,-0.85267001,2,360.267
9,7,10,0.98436934,-2.0099399,-1.05444,2,374.29401
11,8,10,1.0255593,-2.7669401,-1.09754,2,404.276
10,8,9,1.028041,-3.1129401,-0.76820999,2,376.26599
11,9,10,1.0325322,-2.8259399,-0.84851003,2,404.276
9,7,10,0.93213832,-0.54294002,-2.8001201,3,436.36499
9,7,10,0.95306557,-0.66394001,-2.53017,2,402.34799
10,8,9,1.0089142,-2.6509399,-1.09542,2,390.293
10,8,9,1.0089142,-2.6509399,-1.09542,2,390.293
10,8,9,1.0089142,-2.6509399,-1.09542,2,390.293
10,8,8,1.0909806,-3.0759399,-0.70095998,2,382.29401
10,8,9,1.0678813,-3.18594,-0.99545997,2,396.32098
10,8,8,1.0822992,-3.6579399,-0.01089,2,382.20999
11,8,11,1.0521864,-3.7399399,-0.15353,2,426.263
6,3,3,0.94616032,-1.303,-1.06829,3,325.345
5,4,3,0.87800431,0.075000003,-2.4962699,4,343.33899
4,3,7,0.84737223,2.671,-3.9121499,2,334.30798
7,2,3,0.88086361,2.4330001,-2.96802,5,400.383
9,1,19,0.92674428,0.69853997,-2.96772,2,515.41602
9,1,19,0.88666552,2.9505401,-5.5110602,4,615.53601
9,1,17,0.91681349,2.44854,-3.8871,4,571.52399
9,1,17,0.90084296,3.33254,-4.9175401,4,599.578
9,1,19,0.93687332,0.23654,-2.6405101,2,501.38898
11,1,20,0.90722221,2.4535401,-5.4382601,4,699.651
13,5,21,0.94194543,0.70454001,-3.31638,2,631.48798
13,5,19,0.93232065,2.45454,-4.2357602,4,687.59601
8,3,10,0.9531886,-3.556,-0.48008999,2,370.31799
8,3,12,0.92546815,-2.6719999,-0.88362998,2,398.37198
8,3,15,0.89220399,-1.346,-2.4292901,2,440.453
8,3,16,0.88282186,-0.90399998,-2.94451,2,454.47998
8,5,4,1.0323892,-1.603,-1.5595,3,331.22501
8,5,4,1.0606507,-0.94199997,-2.0485499,3,363.29099
7,5,3,0.96918249,-1.785,-0.89320999,3,312.28598
7,4,4,1.0194062,-1.9119999,-0.96625,2,291.19998
6,3,3,0.91631699,-1.971,-0.24958999,2,256.26199
6,3,4,0.89868766,-1.63,-0.57679999,2,270.289
6,3,5,0.8832342,-1.016,-0.77857,2,284.31601
6,3,4,0.8832342,-1.168,-0.90401,2,284.31601
6,3,5,0.86957729,-0.65799999,-0.98034,2,298.34299
6,3,5,0.86957729,-0.55400002,-1.10578,2,298.34299
6,3,4,0.8659879,0.008,-1.7207299,3,324.38098
6,4,2,0.94295669,-1.543,-0.10813,2,257.246
6,4,2,1.0192056,-1.355,-0.48041999,2,261.20898
2,2,19,0.72618234,10.478,-11.44557,1,424.73398
6,4,2,0.96577018,-1.587,-0.091179997,2,243.21899
5,4,7,0.82975322,0.74199998,-1.20444,1,284.35599
5,4,6,0.85407412,-0.33399999,-0.67545998,1,256.302
5,4,6,0.84114993,0.12800001,-1.00267,1,270.32898
5,4,6,0.84114993,0.12800001,-1.00267,1,270.32898
5,7,9,0.85585701,0.55400002,-1.82892,1,328.41299
8,9,8,0.9697262,-2.7839999,-0.2203,1,332.31299
4,6,9,0.83711666,1.211,-2.03146,1,298.38699
5,7,9,0.85585701,0.55400002,-1.82892,1,328.41299
4,6,9,0.83711666,1.211,-2.03146,1,298.38699
4,6,9,0.8326599,1.211,-2.03146,1,298.38699
4,6,9,0.8326599,1.211,-2.03146,1,298.38699
10,5,5,1.011477,-2.8380001,-1.9059,3,414.263
6,2,10,0.88189632,0.15899999,-2.75313,2,398.41199
8,2,11,0.79200584,5.9180598,-7.7279902,6,653.85498
8,2,11,0.79200584,5.9180598,-7.7279902,6,653.85498
7,3,5,0.86383444,-0.20094,-2.0287299,3,381.508
7,2,8,0.8184827,1.6688,-3.09478,3,495.771
10,7,4,1.0823809,-3.1070001,-0.45324001,3,363.22299
5,3,2,0.93201923,-1.5140001,-0.47672001,2,227.22
15,12,14,1.0796597,-5.388,-0.91319001,3,631.32098
16,13,15,1.0718446,-6.1830001,-0.60455,3,660.36298
6,5,6,0.83007962,2.997,-3.16203,2,358.38998
5,4,3,1.2020173,-2.1600001,0.99261999,0,170.05699
5,3,2,0.91093594,-1.47,-0.49366999,2,241.24699
17,11,9,1.1187965,-5.9460001,-0.48194,4,603.32697
9,4,22,0.92963058,1.37176,-5.2673998,3,703.60797
9,4,24,0.91582006,2.25576,-6.2978401,3,731.66199
9,4,26,0.90330189,3.13976,-7.32828,3,759.716
9,4,28,0.89190286,4.0237598,-8.3587198,3,787.76996
8,2,13,0.9081319,0.35600001,-3.4403601,3,523.435
5,3,4,0.90962183,-1.7460001,-0.47152001,2,254.24199
9,4,22,0.92963058,1.37176,-5.2673998,3,703.60797
9,4,28,0.89190286,4.0237598,-8.3587198,3,787.76996
8,2,13,0.9081319,0.35600001,-3.4403601,3,523.435
5,3,4,0.90962183,-1.7460001,-0.47152001,2,254.24199
5,3,8,0.99092257,-0.72024,-2.1313901,2,363.29199
8,3,16,0.95302415,0.91876,-4.4895201,3,604.47498
5,3,5,0.87695277,-1.526,-0.56718999,2,267.285
7,4,16,0.81297868,3.2739999,-7.0598402,5,599.68799
7,4,18,0.80461931,4.158,-8.0902796,5,627.742
7,4,20,0.79706746,5.0419998,-9.1207199,5,655.79596
1,1,1,0.73146665,2.29,-3.52788,3,177.291
5,5,6,0.77133065,5.494,-7.1498799,4,480.72998
5,2,4,1.0217856,-2.9979999,-0.11743,2,319.20999
3,2,6,0.7912786,2.9275301,-3.3368299,4,337.427
3,2,8,0.76423132,4.4145298,-4.7392602,4,401.51398
4,1,6,0.77588427,4.7465301,-5.0123901,4,388.47098
4,1,8,0.78663808,5.17553,-5.40906,4,418.49698
6,3,7,0.81330359,4.3152699,-4.7199001,4,420.46899
3,1,5,0.75754392,5.2305298,-5.1740398,4,360.461
3,1,5,0.75754392,5.1915302,-4.86059,4,360.461
3,1,5,0.75754392,5.1935301,-5.1740398,4,360.461
3,1,5,0.79556972,5.0465298,-4.9951,4,364.42398
3,1,5,0.79556972,5.0855298,-4.9951,4,364.42398
3,1,5,0.79556972,5.0485301,-4.9951,4,364.42398
3,1,6,0.77196288,4.5535302,-5.0510502,4,371.444
4,1,6,0.77196288,4.5555301,-5.0510502,4,371.444
3,1,5,0.7531662,5.4875302,-5.3345098,4,374.48801
3,1,5,0.7531662,5.5265298,-5.3345098,4,374.48801
3,1,5,0.7531662,5.5265298,-5.3345098,4,374.48801
3,1,5,0.7531662,5.5265298,-5.6479602,4,374.48801
4,1,6,0.77497315,4.8885298,-4.7505002,4,376.45999
4,1,6,0.77497315,4.8515301,-4.7505002,4,376.45999
4,1,6,0.77497315,4.6012702,-4.7505002,4,376.45999
